trial_id,audit_id,audit_type,finding_title,critical_findings,major_findings,minor_findings,non_classified_findings,audit_reason,finding_classification,description_of_issue_event,total_findings
RIVAROXHFA3001,AUD-001792,Clinical Investigators,Re-consenting not timely or using the wrong version of the informed consent version,0,4,4,5,Routine,Major,"Trigger for escalation: Formal notification to a Health Authority of a quality or compliance issue. On 12 SEP 2023 a regulatory manager, from ICON, submitted a letter to the health authority, ANMAT, in Argentina to notify them that three sites on the 17000139BLC3001 (SunRIse 2) study (outsourced study) did not fulfill the commitment letter’s requirement to conduct Tuberculosis Skin Testing at screening. Background: A Janssen QA site audit was conducted at site S71-AR10009 from 11 JUL – 18 JUL 2023. The auditor discovered an ANMAT commitment letter signed by the PI, SRP, and GTL dated 26 JUL 2021. The commitment had required the investigators to perform additional assessments that were not part of the protocol amendment 2 at the time. Protocol amendment 2 incorporated all the assessments listed on the commitment letter (i.e. pregnancy exams, HIV and HEP A and B at screening), except for TB Skin Test at Screening which is utilized to rule out Tuberculosis. All SunRIse 2 sites located within Argentina must sign the ANMAT commitment letter. Currently there are 10 sites open in Argentina. The commitment letter requires additional assessments outside the protocol. The implementation of a HA commitment letter should have triggered the study team to implement updates to study specific guidance documents and system updates for sites within Argentina (i.e., protocol amendment, monitoring guidelines, or eCRF) to ensure that sites were complying to the required additional assessments, specifically TB skin test at screening. The other assessments required under the ANMAT commitment letter are covered within the protocol (i.e., pregnancy exams, HIV and HEP A and B at screening). However, the TB skin test was an assessment done outside of the protocol requirements. TB Skin testing at screening is not a requirement of the current protocol amendment 3 which states Exclusion #30 that 'Must not have active tuberculosis.' The protocol does not require a specific assessment to rule out tuberculosis. ICON site management conducted reviews on all sites in Argentina because of this audit finding on Site S71-AR10009. It was determined that 3 Sites out of 10 sites did not conduct the TB Screen testing at screening. The following sites failed to conduct TB Skin Tests: S71-AR10010 enrolled 2 patients; Site S71-AR10009 enrolled 16 patients, and S71-AR10004 enrolled 1 patient. Site S71-AR10009 used a CT scan instead to assess for presence of Tuberculosis. TB Skin testing is not a requirement of the current protocol amendment 3, which states on Exclusion #30, that 'Must not have active tuberculosis.' The protocol does not require a specific assessment to rule out tuberculosis. Investigators are expected to rely on patient reporting on active medical conditions, conduct further testing to rule out TB, and confirm absence of TB based on their clinical assessment. Impact: There were 3 sites that had not been following the MOH Commitment letter and failed to conduct TB Skin Tests: S71-AR10010 enrolled 2 patients; Site S71-AR10009 enrolled 16 patients, and S71-AR10004 enrolled 1 patient. The SRP’s assessment (26 SEP 2023) of impact is there is no risk to patient safety if TB Skin test was not done. Medical History, a complete Physical Exam, Hematology, Blood Chemistry, Urinalysis and CT/MRI scans with contrast of chest, abdomen, and Pelvis were performed at screening which would indicate presence of active Tuberculosis. If a patient with active TB is enrolled in the study, there is a potential they may infect others. In addition, TB exacerbation has been observed in patients receiving PD-(L)-1 inhibitors as well as those receiving systemic chemotherapy. The above-mentioned screening exams are frequently repeated during conduct of the study and have very high sensitivity for detection of potential reactivation of latent TB.",8
RIVAROXHFA3001,AUD-004043,,Re-consenting not timely or using the wrong version of the informed consent version,0,5,4,5,Routine,Major,"Privileged and Confidential: In follow-up to the escalation REACT # 2240359 issued on 21-Mar-2023, a for-cause clinical investigator site audit for Seltorexant study 42847922MDD3001 at the site of Dr. Carlos Perez (Site R88-US10044 Miami Florida) was initiated. The audit was performed under privilege at the direction of the J&J Law Department. A Critical Observation was identified during the audit related to inadequate informed consent processes, including nine (9) missing informed consent forms for screen failures. In addition, study participant data (Actigraphy and ePRO) were collected and transferred to the External Service Providers without documented evidence of participants' consent or after their screen failure date (ranging from 5 days to 70 days). Additional significant audit observations related to the inadequacy of source documents/data (including SCID-CT rating) were confirmed during the QA Audit. More specific details are included in the audit report. Dr. Perez screened 39 trial participants, enrolled 7 and 32 were deemed screen failures (including cases of screen failure due to consent withdrawal).",9
RIVAROXHFA3001,AUD-001792,,Clinical Site staff not qualified,0,3,6,5,Routine,Major,"Trigger for escalation: Formal notification to a Health Authority of a quality or compliance issue. On 12 SEP 2023 a regulatory manager, from ICON, submitted a letter to the health authority, ANMAT, in Argentina to notify them that three sites on the 17000139BLC3001 (SunRIse 2) study (outsourced study) did not fulfill the commitment letter’s requirement to conduct Tuberculosis Skin Testing at screening. Background: A Janssen QA site audit was conducted at site S71-AR10009 from 11 JUL – 18 JUL 2023. The auditor discovered an ANMAT commitment letter signed by the PI, SRP, and GTL dated 26 JUL 2021. The commitment had required the investigators to perform additional assessments that were not part of the protocol amendment 2 at the time. Protocol amendment 2 incorporated all the assessments listed on the commitment letter (i.e. pregnancy exams, HIV and HEP A and B at screening), except for TB Skin Test at Screening which is utilized to rule out Tuberculosis. All SunRIse 2 sites located within Argentina must sign the ANMAT commitment letter. Currently there are 10 sites open in Argentina. The commitment letter requires additional assessments outside the protocol. The implementation of a HA commitment letter should have triggered the study team to implement updates to study specific guidance documents and system updates for sites within Argentina (i.e., protocol amendment, monitoring guidelines, or eCRF) to ensure that sites were complying to the required additional assessments, specifically TB skin test at screening. The other assessments required under the ANMAT commitment letter are covered within the protocol (i.e., pregnancy exams, HIV and HEP A and B at screening). However, the TB skin test was an assessment done outside of the protocol requirements. TB Skin testing at screening is not a requirement of the current protocol amendment 3 which states Exclusion #30 that 'Must not have active tuberculosis.' The protocol does not require a specific assessment to rule out tuberculosis. ICON site management conducted reviews on all sites in Argentina because of this audit finding on Site S71-AR10009. It was determined that 3 Sites out of 10 sites did not conduct the TB Screen testing at screening. The following sites failed to conduct TB Skin Tests: S71-AR10010 enrolled 2 patients; Site S71-AR10009 enrolled 16 patients, and S71-AR10004 enrolled 1 patient. Site S71-AR10009 used a CT scan instead to assess for presence of Tuberculosis. TB Skin testing is not a requirement of the current protocol amendment 3, which states on Exclusion #30, that 'Must not have active tuberculosis.' The protocol does not require a specific assessment to rule out tuberculosis. Investigators are expected to rely on patient reporting on active medical conditions, conduct further testing to rule out TB, and confirm absence of TB based on their clinical assessment. Impact: There were 3 sites that had not been following the MOH Commitment letter and failed to conduct TB Skin Tests: S71-AR10010 enrolled 2 patients; Site S71-AR10009 enrolled 16 patients, and S71-AR10004 enrolled 1 patient. The SRP’s assessment (26 SEP 2023) of impact is there is no risk to patient safety if TB Skin test was not done. Medical History, a complete Physical Exam, Hematology, Blood Chemistry, Urinalysis and CT/MRI scans with contrast of chest, abdomen, and Pelvis were performed at screening which would indicate presence of active Tuberculosis. If a patient with active TB is enrolled in the study, there is a potential they may infect others. In addition, TB exacerbation has been observed in patients receiving PD-(L)-1 inhibitors as well as those receiving systemic chemotherapy. The above-mentioned screening exams are frequently repeated during conduct of the study and have very high sensitivity for detection of potential reactivation of latent TB.",9
RIVAROXHFA3001,AUD-004043,Clinical Investigators,Other,0,4,5,3,Routine,Minor,"Critical Observation related to inaccuracies and inconsistencies identified within source data and EDC was cited in HA report issued 30Oct2023, received on 01Nov2023. SAHPRA (South Africa Agency) conducted on 17-19OCT2023, a GCP focused clinical site inspection at the site of Dr Russouw (Western Cape - South Africa), running the 42847922MDD3001 study (Seltorexant in patients with major depressive disorder). The inspection report issued to the Principal Investigator on 30OCT, included a critical finding (per the SAHPRA rating definitions). This critical finding referred to typos/incorrect dates, isolated source documentation issues including missing records supporting patient’s reimbursement… There is no impact on patient safety, nor on study data integrity. Actions: The Sponsor and CRO Teams will partner with the PI in addressing the non-compliances noted in the inspection report.",9
RIVAROXHFA3001,AUD-001987,Clinical Investigators,Re-consenting not timely or using the wrong version of the informed consent version,0,7,6,2,Routine,Major,"Trigger for escalation: Formal notification to a Health Authority of a quality or compliance issue. On 12 SEP 2023 a regulatory manager, from ICON, submitted a letter to the health authority, ANMAT, in Argentina to notify them that three sites on the 17000139BLC3001 (SunRIse 2) study (outsourced study) did not fulfill the commitment letter’s requirement to conduct Tuberculosis Skin Testing at screening. Background: A Janssen QA site audit was conducted at site S71-AR10009 from 11 JUL – 18 JUL 2023. The auditor discovered an ANMAT commitment letter signed by the PI, SRP, and GTL dated 26 JUL 2021. The commitment had required the investigators to perform additional assessments that were not part of the protocol amendment 2 at the time. Protocol amendment 2 incorporated all the assessments listed on the commitment letter (i.e. pregnancy exams, HIV and HEP A and B at screening), except for TB Skin Test at Screening which is utilized to rule out Tuberculosis. All SunRIse 2 sites located within Argentina must sign the ANMAT commitment letter. Currently there are 10 sites open in Argentina. The commitment letter requires additional assessments outside the protocol. The implementation of a HA commitment letter should have triggered the study team to implement updates to study specific guidance documents and system updates for sites within Argentina (i.e., protocol amendment, monitoring guidelines, or eCRF) to ensure that sites were complying to the required additional assessments, specifically TB skin test at screening. The other assessments required under the ANMAT commitment letter are covered within the protocol (i.e., pregnancy exams, HIV and HEP A and B at screening). However, the TB skin test was an assessment done outside of the protocol requirements. TB Skin testing at screening is not a requirement of the current protocol amendment 3 which states Exclusion #30 that 'Must not have active tuberculosis.' The protocol does not require a specific assessment to rule out tuberculosis. ICON site management conducted reviews on all sites in Argentina because of this audit finding on Site S71-AR10009. It was determined that 3 Sites out of 10 sites did not conduct the TB Screen testing at screening. The following sites failed to conduct TB Skin Tests: S71-AR10010 enrolled 2 patients; Site S71-AR10009 enrolled 16 patients, and S71-AR10004 enrolled 1 patient. Site S71-AR10009 used a CT scan instead to assess for presence of Tuberculosis. TB Skin testing is not a requirement of the current protocol amendment 3, which states on Exclusion #30, that 'Must not have active tuberculosis.' The protocol does not require a specific assessment to rule out tuberculosis. Investigators are expected to rely on patient reporting on active medical conditions, conduct further testing to rule out TB, and confirm absence of TB based on their clinical assessment. Impact: There were 3 sites that had not been following the MOH Commitment letter and failed to conduct TB Skin Tests: S71-AR10010 enrolled 2 patients; Site S71-AR10009 enrolled 16 patients, and S71-AR10004 enrolled 1 patient. The SRP’s assessment (26 SEP 2023) of impact is there is no risk to patient safety if TB Skin test was not done. Medical History, a complete Physical Exam, Hematology, Blood Chemistry, Urinalysis and CT/MRI scans with contrast of chest, abdomen, and Pelvis were performed at screening which would indicate presence of active Tuberculosis. If a patient with active TB is enrolled in the study, there is a potential they may infect others. In addition, TB exacerbation has been observed in patients receiving PD-(L)-1 inhibitors as well as those receiving systemic chemotherapy. The above-mentioned screening exams are frequently repeated during conduct of the study and have very high sensitivity for detection of potential reactivation of latent TB.",13
RIVAROXHFA3001,AUD-004043,System,Re-consenting not timely or using the wrong version of the informed consent version,0,4,2,5,Routine,Major,"Trigger for escalation: Formal notification to a Health Authority of a quality or compliance issue. On 12 SEP 2023 a regulatory manager, from ICON, submitted a letter to the health authority, ANMAT, in Argentina to notify them that three sites on the 17000139BLC3001 (SunRIse 2) study (outsourced study) did not fulfill the commitment letter’s requirement to conduct Tuberculosis Skin Testing at screening. Background: A Janssen QA site audit was conducted at site S71-AR10009 from 11 JUL – 18 JUL 2023. The auditor discovered an ANMAT commitment letter signed by the PI, SRP, and GTL dated 26 JUL 2021. The commitment had required the investigators to perform additional assessments that were not part of the protocol amendment 2 at the time. Protocol amendment 2 incorporated all the assessments listed on the commitment letter (i.e. pregnancy exams, HIV and HEP A and B at screening), except for TB Skin Test at Screening which is utilized to rule out Tuberculosis. All SunRIse 2 sites located within Argentina must sign the ANMAT commitment letter. Currently there are 10 sites open in Argentina. The commitment letter requires additional assessments outside the protocol. The implementation of a HA commitment letter should have triggered the study team to implement updates to study specific guidance documents and system updates for sites within Argentina (i.e., protocol amendment, monitoring guidelines, or eCRF) to ensure that sites were complying to the required additional assessments, specifically TB skin test at screening. The other assessments required under the ANMAT commitment letter are covered within the protocol (i.e., pregnancy exams, HIV and HEP A and B at screening). However, the TB skin test was an assessment done outside of the protocol requirements. TB Skin testing at screening is not a requirement of the current protocol amendment 3 which states Exclusion #30 that 'Must not have active tuberculosis.' The protocol does not require a specific assessment to rule out tuberculosis. ICON site management conducted reviews on all sites in Argentina because of this audit finding on Site S71-AR10009. It was determined that 3 Sites out of 10 sites did not conduct the TB Screen testing at screening. The following sites failed to conduct TB Skin Tests: S71-AR10010 enrolled 2 patients; Site S71-AR10009 enrolled 16 patients, and S71-AR10004 enrolled 1 patient. Site S71-AR10009 used a CT scan instead to assess for presence of Tuberculosis. TB Skin testing is not a requirement of the current protocol amendment 3, which states on Exclusion #30, that 'Must not have active tuberculosis.' The protocol does not require a specific assessment to rule out tuberculosis. Investigators are expected to rely on patient reporting on active medical conditions, conduct further testing to rule out TB, and confirm absence of TB based on their clinical assessment. Impact: There were 3 sites that had not been following the MOH Commitment letter and failed to conduct TB Skin Tests: S71-AR10010 enrolled 2 patients; Site S71-AR10009 enrolled 16 patients, and S71-AR10004 enrolled 1 patient. The SRP’s assessment (26 SEP 2023) of impact is there is no risk to patient safety if TB Skin test was not done. Medical History, a complete Physical Exam, Hematology, Blood Chemistry, Urinalysis and CT/MRI scans with contrast of chest, abdomen, and Pelvis were performed at screening which would indicate presence of active Tuberculosis. If a patient with active TB is enrolled in the study, there is a potential they may infect others. In addition, TB exacerbation has been observed in patients receiving PD-(L)-1 inhibitors as well as those receiving systemic chemotherapy. The above-mentioned screening exams are frequently repeated during conduct of the study and have very high sensitivity for detection of potential reactivation of latent TB.",6
RIVAROXHFA3001,AUD-001987,Supplier,Clinical Site staff not qualified,0,4,3,5,focuse,Major,"An unauthorized disclosure of J&J's confidential information managed by the supplier ICON and the Dutch health authority (CCMO) occurred. This could impact patent protection and result in potential economic harm to J&J. 42847922MDD1019 is an Open Label, Single Dose Study to Assess the Absolute Oral Bioavailability and Pharmacokinetics of JNJ 42847922 (Seltorexant) Administered as Oral Tablet and an Intravenous Microdose of 14C seltorexant in Healthy Participants. It was discovered on 21MAR2024 that the clinical study report synopsis, that needed to be submitted to the HA in the Netherlands within 1 year after Last Patient Last Visit (LPLV), was published on the ToetsingOnLine website, while a deferral of publication was in place. LPLV for this study happened on 13MAY2022. The study results were taken offline on 25MAR2024 as an immediate containment action. Steps were also initiated to investigate the cause(s) of the issue. Upon initial review the most probable cause has been identified as an error at CCMO since the HA published the data with a deferral in place. The clinical study report synopsis was published on the same day that the submission was done, 21FEB-2023. At this time there is no evidence that J&J Innovative Medicine caused or contributed to the cause of the issue.",7
RIVAROXHFA3001,AUD-001792,System,Clinical Site staff not qualified,0,6,4,7,Routine,Major,"Dr. Mark Hernandez based in Miami, FL area is a Principal Investigator on the ongoing 42827922MDD3005 trial at Premier Clinical Research and has screened 5 subjects (4 screen failures, 1 enrolled). Dr. Hernandez has been under investigation by the Federal Bureau of Investigation for alleged healthcare fraud while he was the medical director at Safe Haven, a substance abuse treatment center, from March 2015 to September 2019. Per the Criminal Complaint, the site ceased operations in late 2019 after its owner and certain other staff were indicted and arrested on charges related to healthcare fraud and money laundering. The FBI alleges, among other things, that Dr. Hernandez exceeded authorized prescribing limits for Buprenorphine to opioid-addicted patients and used patients' insurance information to obtain reimbursements which otherwise would not have been permitted. Dr. Hernandez also participated in the following closed trials at Premier Clinical Research: 42847922MDD2002: screened 27 subjects, enrolled 10; 64565111OBE2002: screened 13 subjects, enrolled 9. Dr. Piercy (Site Director at Premier Clinical Research) has indicated that he provides oversight for physicians at this site and responds to queries; however, Dr. Piercy is not listed on the 1572 as a Sub-Investigator.",10
RIVAROXHFA3001,AUD-004043,Clinical Investigators,Other,0,1,4,6,Routine,Major,"Trigger for escalation: Formal notification to a Health Authority of a quality or compliance issue. On 12 SEP 2023 a regulatory manager, from ICON, submitted a letter to the health authority, ANMAT, in Argentina to notify them that three sites on the 17000139BLC3001 (SunRIse 2) study (outsourced study) did not fulfill the commitment letter’s requirement to conduct Tuberculosis Skin Testing at screening. Background: A Janssen QA site audit was conducted at site S71-AR10009 from 11 JUL – 18 JUL 2023. The auditor discovered an ANMAT commitment letter signed by the PI, SRP, and GTL dated 26 JUL 2021. The commitment had required the investigators to perform additional assessments that were not part of the protocol amendment 2 at the time. Protocol amendment 2 incorporated all the assessments listed on the commitment letter (i.e. pregnancy exams, HIV and HEP A and B at screening), except for TB Skin Test at Screening which is utilized to rule out Tuberculosis. All SunRIse 2 sites located within Argentina must sign the ANMAT commitment letter. Currently there are 10 sites open in Argentina. The commitment letter requires additional assessments outside the protocol. The implementation of a HA commitment letter should have triggered the study team to implement updates to study specific guidance documents and system updates for sites within Argentina (i.e., protocol amendment, monitoring guidelines, or eCRF) to ensure that sites were complying to the required additional assessments, specifically TB skin test at screening. The other assessments required under the ANMAT commitment letter are covered within the protocol (i.e., pregnancy exams, HIV and HEP A and B at screening). However, the TB skin test was an assessment done outside of the protocol requirements. TB Skin testing at screening is not a requirement of the current protocol amendment 3 which states Exclusion #30 that 'Must not have active tuberculosis.' The protocol does not require a specific assessment to rule out tuberculosis. ICON site management conducted reviews on all sites in Argentina because of this audit finding on Site S71-AR10009. It was determined that 3 Sites out of 10 sites did not conduct the TB Screen testing at screening. The following sites failed to conduct TB Skin Tests: S71-AR10010 enrolled 2 patients; Site S71-AR10009 enrolled 16 patients, and S71-AR10004 enrolled 1 patient. Site S71-AR10009 used a CT scan instead to assess for presence of Tuberculosis. TB Skin testing is not a requirement of the current protocol amendment 3, which states on Exclusion #30, that 'Must not have active tuberculosis.' The protocol does not require a specific assessment to rule out tuberculosis. Investigators are expected to rely on patient reporting on active medical conditions, conduct further testing to rule out TB, and confirm absence of TB based on their clinical assessment. Impact: There were 3 sites that had not been following the MOH Commitment letter and failed to conduct TB Skin Tests: S71-AR10010 enrolled 2 patients; Site S71-AR10009 enrolled 16 patients, and S71-AR10004 enrolled 1 patient. The SRP’s assessment (26 SEP 2023) of impact is there is no risk to patient safety if TB Skin test was not done. Medical History, a complete Physical Exam, Hematology, Blood Chemistry, Urinalysis and CT/MRI scans with contrast of chest, abdomen, and Pelvis were performed at screening which would indicate presence of active Tuberculosis. If a patient with active TB is enrolled in the study, there is a potential they may infect others. In addition, TB exacerbation has been observed in patients receiving PD-(L)-1 inhibitors as well as those receiving systemic chemotherapy. The above-mentioned screening exams are frequently repeated during conduct of the study and have very high sensitivity for detection of potential reactivation of latent TB.",5
RIVAROXHFA3001,AUD-004043,Clinical Investigators,Clinical Site staff not qualified,0,6,6,7,Routine,Major,"Trigger for escalation: Formal notification to a Health Authority of a quality or compliance issue. On 12 SEP 2023 a regulatory manager, from ICON, submitted a letter to the health authority, ANMAT, in Argentina to notify them that three sites on the 17000139BLC3001 (SunRIse 2) study (outsourced study) did not fulfill the commitment letter’s requirement to conduct Tuberculosis Skin Testing at screening. Background: A Janssen QA site audit was conducted at site S71-AR10009 from 11 JUL – 18 JUL 2023. The auditor discovered an ANMAT commitment letter signed by the PI, SRP, and GTL dated 26 JUL 2021. The commitment had required the investigators to perform additional assessments that were not part of the protocol amendment 2 at the time. Protocol amendment 2 incorporated all the assessments listed on the commitment letter (i.e. pregnancy exams, HIV and HEP A and B at screening), except for TB Skin Test at Screening which is utilized to rule out Tuberculosis. All SunRIse 2 sites located within Argentina must sign the ANMAT commitment letter. Currently there are 10 sites open in Argentina. The commitment letter requires additional assessments outside the protocol. The implementation of a HA commitment letter should have triggered the study team to implement updates to study specific guidance documents and system updates for sites within Argentina (i.e., protocol amendment, monitoring guidelines, or eCRF) to ensure that sites were complying to the required additional assessments, specifically TB skin test at screening. The other assessments required under the ANMAT commitment letter are covered within the protocol (i.e., pregnancy exams, HIV and HEP A and B at screening). However, the TB skin test was an assessment done outside of the protocol requirements. TB Skin testing at screening is not a requirement of the current protocol amendment 3 which states Exclusion #30 that 'Must not have active tuberculosis.' The protocol does not require a specific assessment to rule out tuberculosis. ICON site management conducted reviews on all sites in Argentina because of this audit finding on Site S71-AR10009. It was determined that 3 Sites out of 10 sites did not conduct the TB Screen testing at screening. The following sites failed to conduct TB Skin Tests: S71-AR10010 enrolled 2 patients; Site S71-AR10009 enrolled 16 patients, and S71-AR10004 enrolled 1 patient. Site S71-AR10009 used a CT scan instead to assess for presence of Tuberculosis. TB Skin testing is not a requirement of the current protocol amendment 3, which states on Exclusion #30, that 'Must not have active tuberculosis.' The protocol does not require a specific assessment to rule out tuberculosis. Investigators are expected to rely on patient reporting on active medical conditions, conduct further testing to rule out TB, and confirm absence of TB based on their clinical assessment. Impact: There were 3 sites that had not been following the MOH Commitment letter and failed to conduct TB Skin Tests: S71-AR10010 enrolled 2 patients; Site S71-AR10009 enrolled 16 patients, and S71-AR10004 enrolled 1 patient. The SRP’s assessment (26 SEP 2023) of impact is there is no risk to patient safety if TB Skin test was not done. Medical History, a complete Physical Exam, Hematology, Blood Chemistry, Urinalysis and CT/MRI scans with contrast of chest, abdomen, and Pelvis were performed at screening which would indicate presence of active Tuberculosis. If a patient with active TB is enrolled in the study, there is a potential they may infect others. In addition, TB exacerbation has been observed in patients receiving PD-(L)-1 inhibitors as well as those receiving systemic chemotherapy. The above-mentioned screening exams are frequently repeated during conduct of the study and have very high sensitivity for detection of potential reactivation of latent TB.",12
RIVAROXHFA3001,AUD-001987,Supplier,Clinical Site staff not qualified,0,2,4,5,Routine,Major,"Dr. Mark Hernandez based in Miami, FL area is a Principal Investigator on the ongoing 42827922MDD3005 trial at Premier Clinical Research and has screened 5 subjects (4 screen failures, 1 enrolled). Dr. Hernandez has been under investigation by the Federal Bureau of Investigation for alleged healthcare fraud while he was the medical director at Safe Haven, a substance abuse treatment center, from March 2015 to September 2019. Per the Criminal Complaint, the site ceased operations in late 2019 after its owner and certain other staff were indicted and arrested on charges related to healthcare fraud and money laundering. The FBI alleges, among other things, that Dr. Hernandez exceeded authorized prescribing limits for Buprenorphine to opioid-addicted patients and used patients' insurance information to obtain reimbursements which otherwise would not have been permitted. Dr. Hernandez also participated in the following closed trials at Premier Clinical Research: 42847922MDD2002: screened 27 subjects, enrolled 10; 64565111OBE2002: screened 13 subjects, enrolled 9. Dr. Piercy (Site Director at Premier Clinical Research) has indicated that he provides oversight for physicians at this site and responds to queries; however, Dr. Piercy is not listed on the 1572 as a Sub-Investigator.",6
RIVAROXHFA3001,AUD-004043,,Other,0,5,5,5,Routine,Major,"Trigger for escalation: Formal notification to a Health Authority of a quality or compliance issue. On 12 SEP 2023 a regulatory manager, from ICON, submitted a letter to the health authority, ANMAT, in Argentina to notify them that three sites on the 17000139BLC3001 (SunRIse 2) study (outsourced study) did not fulfill the commitment letter’s requirement to conduct Tuberculosis Skin Testing at screening. Background: A Janssen QA site audit was conducted at site S71-AR10009 from 11 JUL – 18 JUL 2023. The auditor discovered an ANMAT commitment letter signed by the PI, SRP, and GTL dated 26 JUL 2021. The commitment had required the investigators to perform additional assessments that were not part of the protocol amendment 2 at the time. Protocol amendment 2 incorporated all the assessments listed on the commitment letter (i.e. pregnancy exams, HIV and HEP A and B at screening), except for TB Skin Test at Screening which is utilized to rule out Tuberculosis. All SunRIse 2 sites located within Argentina must sign the ANMAT commitment letter. Currently there are 10 sites open in Argentina. The commitment letter requires additional assessments outside the protocol. The implementation of a HA commitment letter should have triggered the study team to implement updates to study specific guidance documents and system updates for sites within Argentina (i.e., protocol amendment, monitoring guidelines, or eCRF) to ensure that sites were complying to the required additional assessments, specifically TB skin test at screening. The other assessments required under the ANMAT commitment letter are covered within the protocol (i.e., pregnancy exams, HIV and HEP A and B at screening). However, the TB skin test was an assessment done outside of the protocol requirements. TB Skin testing at screening is not a requirement of the current protocol amendment 3 which states Exclusion #30 that 'Must not have active tuberculosis.' The protocol does not require a specific assessment to rule out tuberculosis. ICON site management conducted reviews on all sites in Argentina because of this audit finding on Site S71-AR10009. It was determined that 3 Sites out of 10 sites did not conduct the TB Screen testing at screening. The following sites failed to conduct TB Skin Tests: S71-AR10010 enrolled 2 patients; Site S71-AR10009 enrolled 16 patients, and S71-AR10004 enrolled 1 patient. Site S71-AR10009 used a CT scan instead to assess for presence of Tuberculosis. TB Skin testing is not a requirement of the current protocol amendment 3, which states on Exclusion #30, that 'Must not have active tuberculosis.' The protocol does not require a specific assessment to rule out tuberculosis. Investigators are expected to rely on patient reporting on active medical conditions, conduct further testing to rule out TB, and confirm absence of TB based on their clinical assessment. Impact: There were 3 sites that had not been following the MOH Commitment letter and failed to conduct TB Skin Tests: S71-AR10010 enrolled 2 patients; Site S71-AR10009 enrolled 16 patients, and S71-AR10004 enrolled 1 patient. The SRP’s assessment (26 SEP 2023) of impact is there is no risk to patient safety if TB Skin test was not done. Medical History, a complete Physical Exam, Hematology, Blood Chemistry, Urinalysis and CT/MRI scans with contrast of chest, abdomen, and Pelvis were performed at screening which would indicate presence of active Tuberculosis. If a patient with active TB is enrolled in the study, there is a potential they may infect others. In addition, TB exacerbation has been observed in patients receiving PD-(L)-1 inhibitors as well as those receiving systemic chemotherapy. The above-mentioned screening exams are frequently repeated during conduct of the study and have very high sensitivity for detection of potential reactivation of latent TB.",10
RIVAROXHFA3001,AUD-001792,Clinical Investigators,Re-consenting not timely or using the wrong version of the informed consent version,0,4,4,5,Routine,Major,"Privileged and Confidential: In follow-up to the escalation REACT # 2240359 issued on 21-Mar-2023, a for-cause clinical investigator site audit for Seltorexant study 42847922MDD3001 at the site of Dr. Carlos Perez (Site R88-US10044 Miami Florida) was initiated. The audit was performed under privilege at the direction of the J&J Law Department. A Critical Observation was identified during the audit related to inadequate informed consent processes, including nine (9) missing informed consent forms for screen failures. In addition, study participant data (Actigraphy and ePRO) were collected and transferred to the External Service Providers without documented evidence of participants' consent or after their screen failure date (ranging from 5 days to 70 days). Additional significant audit observations related to the inadequacy of source documents/data (including SCID-CT rating) were confirmed during the QA Audit. More specific details are included in the audit report. Dr. Perez screened 39 trial participants, enrolled 7 and 32 were deemed screen failures (including cases of screen failure due to consent withdrawal).",8
RIVAROXHFA3001,AUD-001987,Clinical Investigators,Re-consenting not timely or using the wrong version of the informed consent version,0,5,2,7,Routine,Major,"Privileged and Confidential: In follow-up to the escalation REACT # 2240359 issued on 21-Mar-2023, a for-cause clinical investigator site audit for Seltorexant study 42847922MDD3001 at the site of Dr. Carlos Perez (Site R88-US10044 Miami Florida) was initiated. The audit was performed under privilege at the direction of the J&J Law Department. A Critical Observation was identified during the audit related to inadequate informed consent processes, including nine (9) missing informed consent forms for screen failures. In addition, study participant data (Actigraphy and ePRO) were collected and transferred to the External Service Providers without documented evidence of participants' consent or after their screen failure date (ranging from 5 days to 70 days). Additional significant audit observations related to the inadequacy of source documents/data (including SCID-CT rating) were confirmed during the QA Audit. More specific details are included in the audit report. Dr. Perez screened 39 trial participants, enrolled 7 and 32 were deemed screen failures (including cases of screen failure due to consent withdrawal).",7
